transaction_id,date,account,description,info,amount_orig,class,category,sub_category,rule_id,source_file,record_type,share,amount,owner,split,transaction_row_id,not_unique_id
20230331__nordnet_salkkuraportti__bankofnovascotia__salkku1__1625122__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,16251.22,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,16251.22,mkk,False,20230331__nordnet_salkkuraportti__bankofnovascotia__salkku1__1625122__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230731__nordnet_salkkuraportti__bankofnovascotia__salkku1__3045651__actual__nordnet_salkkuraportti_preprocessedcsv,2023-07-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,30456.51,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,30456.51,mkk,False,20230731__nordnet_salkkuraportti__bankofnovascotia__salkku1__3045651__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240531__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-05-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240531__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240630__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-06-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240630__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240731__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-07-31,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20240731__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241130__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv,2024-11-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,17428.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,17428.91,mkk,False,20241130__nordnet_salkkuraportti__bankofnovascotia__salkku1__1742891__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230630__nordnet_salkkuraportti__bankofnovascotia__salkku1__1604662__actual__nordnet_salkkuraportti_preprocessedcsv,2023-06-30,nordnet_salkkuraportti,Bank Of Nova Scotia,Salkku 1,16046.62,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,16046.62,mkk,False,20230630__nordnet_salkkuraportti__bankofnovascotia__salkku1__1604662__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230531__nordnet_salkkuraportti__cubesmart__salkku1__665411__actual__nordnet_salkkuraportti_preprocessedcsv,2023-05-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6654.11,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6654.11,mkk,False,20230531__nordnet_salkkuraportti__cubesmart__salkku1__665411__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240731__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-07-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240731__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240831__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-08-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240831__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230731__nordnet_salkkuraportti__cubesmart__salkku1__63096__actual__nordnet_salkkuraportti_preprocessedcsv,2023-07-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6309.6,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6309.6,mkk,False,20230731__nordnet_salkkuraportti__cubesmart__salkku1__63096__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240531__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-05-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240531__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240331__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-03-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240331__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230831__nordnet_salkkuraportti__cubesmart__salkku1__615436__actual__nordnet_salkkuraportti_preprocessedcsv,2023-08-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6154.36,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6154.36,mkk,False,20230831__nordnet_salkkuraportti__cubesmart__salkku1__615436__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240131__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-01-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240131__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230630__nordnet_salkkuraportti__cubesmart__salkku1__654712__actual__nordnet_salkkuraportti_preprocessedcsv,2023-06-30,nordnet_salkkuraportti,CubeSmart,Salkku 1,6547.12,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6547.12,mkk,False,20230630__nordnet_salkkuraportti__cubesmart__salkku1__654712__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230227__nordnet_salkkuraportti__cubesmart__salkku1__703491__actual__nordnet_salkkuraportti_preprocessedcsv,2023-02-27,nordnet_salkkuraportti,CubeSmart,Salkku 1,7034.91,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,7034.91,mkk,False,20230227__nordnet_salkkuraportti__cubesmart__salkku1__703491__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240228__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-02-28,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240228__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231130__nordnet_salkkuraportti__cubesmart__salkku1__1132345__actual__nordnet_salkkuraportti_preprocessedcsv,2023-11-30,nordnet_salkkuraportti,CubeSmart,Salkku 1,11323.45,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,11323.45,mkk,False,20231130__nordnet_salkkuraportti__cubesmart__salkku1__1132345__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241130__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-11-30,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20241130__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230430__nordnet_salkkuraportti__cubesmart__salkku1__660495__actual__nordnet_salkkuraportti_preprocessedcsv,2023-04-30,nordnet_salkkuraportti,CubeSmart,Salkku 1,6604.95,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6604.95,mkk,False,20230430__nordnet_salkkuraportti__cubesmart__salkku1__660495__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240630__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-06-30,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240630__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230930__nordnet_salkkuraportti__cubesmart__salkku1__577041__actual__nordnet_salkkuraportti_preprocessedcsv,2023-09-30,nordnet_salkkuraportti,CubeSmart,Salkku 1,5770.41,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,5770.41,mkk,False,20230930__nordnet_salkkuraportti__cubesmart__salkku1__577041__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240930__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-09-30,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20240930__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231031__nordnet_salkkuraportti__cubesmart__salkku1__515822__actual__nordnet_salkkuraportti_preprocessedcsv,2023-10-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,5158.22,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,5158.22,mkk,False,20231031__nordnet_salkkuraportti__cubesmart__salkku1__515822__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241031__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-10-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20241031__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231231__nordnet_salkkuraportti__cubesmart__salkku1__1301493__actual__nordnet_salkkuraportti_preprocessedcsv,2023-12-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,13014.93,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,13014.93,mkk,False,20231231__nordnet_salkkuraportti__cubesmart__salkku1__1301493__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241231__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2024-12-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20241231__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230331__nordnet_salkkuraportti__cubesmart__salkku1__681772__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6817.72,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6817.72,mkk,False,20230331__nordnet_salkkuraportti__cubesmart__salkku1__681772__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230131__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2023-01-31,nordnet_salkkuraportti,CubeSmart,Salkku 1,6738.83,varat,sijoitusvarallisuus,osinkosalkku,10,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,6738.83,mkk,False,20230131__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230329__penno__kahvittelu__pulla__35__actual__pennoxlsx,2023-03-29,penno,Kahvittelu,Pulla,-3.5,menot,ruoka,välipalat,19,penno.xlsx,Actual,1.0,-3.5,mkk,False,20230329__penno__kahvittelu__pulla__35__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230329__penno__liikenne__bussi__31__actual__pennoxlsx,2023-03-29,penno,Liikenne,Bussi,-3.1,menot,liikkuminen,,20,penno.xlsx,Actual,1.0,-3.1,mkk,False,20230329__penno__liikenne__bussi__31__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230328__penno__liikenne__juna__191__actual__pennoxlsx,2023-03-28,penno,Liikenne,Juna,-19.1,menot,liikkuminen,,20,penno.xlsx,Actual,1.0,-19.1,mkk,False,20230328__penno__liikenne__juna__191__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230311__penno__liikenne__juna__134__actual__pennoxlsx,2023-03-11,penno,Liikenne,Juna,-13.4,menot,liikkuminen,,20,penno.xlsx,Actual,1.0,-13.4,mkk,False,20230311__penno__liikenne__juna__134__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230131__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-01-31,nordnet_salkkuraportti,Likvidit varat,Salkku 3,1692.41,varat,sijoitusvarallisuus,kasvusalkku,11,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,1692.41,mkk,False,20230131__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230331__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,nordnet_salkkuraportti,Likvidit varat,Salkku 3,1692.41,varat,sijoitusvarallisuus,kasvusalkku,11,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,1692.41,mkk,False,20230331__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230430__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-04-30,nordnet_salkkuraportti,Likvidit varat,Salkku 3,1692.41,varat,sijoitusvarallisuus,kasvusalkku,11,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,1692.41,mkk,False,20230430__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230227__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-02-27,nordnet_salkkuraportti,Likvidit varat,Salkku 3,1692.41,varat,sijoitusvarallisuus,kasvusalkku,11,nordnet_salkkuraportti_preprocessed.csv,Actual,1.0,1692.41,mkk,False,20230227__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230314__penno__muut____250__actual__pennoxlsx,2023-03-14,penno,Muut,,-25.0,menot,muut,,24,penno.xlsx,Actual,1.0,-25.0,mkk,False,20230314__penno__muut____250__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20231201__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-12-01,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20231201__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20231101__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-11-01,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20231101__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230604__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-06-04,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230604__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230405__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-04-05,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230405__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230306__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-03-06,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230306__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230204__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-02-04,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230204__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230704__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-07-04,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230704__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230803__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-08-03,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230803__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230105__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-01-05,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230105__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230505__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-05-05,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230505__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20231002__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-10-02,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20231002__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230902__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-09-02,luottokortti,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,menot,media,suoratoisto,3,luottokortti.xlsx,Actual,1.0,-11.65,mkk,False,20230902__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx__mkk,"just a dummy value for migration, will be created for future runs"
20231130__varat__nordeansijoitukset____229340__actual__varatcsv,2023-11-30,varat,Nordean sijoitukset,,22934.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,22934.0,mkk,False,20231130__varat__nordeansijoitukset____229340__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231031__varat__nordeansijoitukset____216240__actual__varatcsv,2023-10-31,varat,Nordean sijoitukset,,21624.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,21624.0,mkk,False,20231031__varat__nordeansijoitukset____216240__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240930__varat__nordeansijoitukset____201450__actual__varatcsv,2024-09-30,varat,Nordean sijoitukset,,20145.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,20145.0,mkk,False,20240930__varat__nordeansijoitukset____201450__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230930__varat__nordeansijoitukset____201450__actual__varatcsv,2023-09-30,varat,Nordean sijoitukset,,20145.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,20145.0,mkk,False,20230930__varat__nordeansijoitukset____201450__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230831__varat__nordeansijoitukset____187130__actual__varatcsv,2023-08-31,varat,Nordean sijoitukset,,18713.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,18713.0,mkk,False,20230831__varat__nordeansijoitukset____187130__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241130__varat__nordeansijoitukset____229340__actual__varatcsv,2024-11-30,varat,Nordean sijoitukset,,22934.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,22934.0,mkk,False,20241130__varat__nordeansijoitukset____229340__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240831__varat__nordeansijoitukset____187130__actual__varatcsv,2024-08-31,varat,Nordean sijoitukset,,18713.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,18713.0,mkk,False,20240831__varat__nordeansijoitukset____187130__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230731__varat__nordeansijoitukset____180190__actual__varatcsv,2023-07-31,varat,Nordean sijoitukset,,18019.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,18019.0,mkk,False,20230731__varat__nordeansijoitukset____180190__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240531__varat__nordeansijoitukset____152280__actual__varatcsv,2024-05-31,varat,Nordean sijoitukset,,15228.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,15228.0,mkk,False,20240531__varat__nordeansijoitukset____152280__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230531__varat__nordeansijoitukset____152280__actual__varatcsv,2023-05-31,varat,Nordean sijoitukset,,15228.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,15228.0,mkk,False,20230531__varat__nordeansijoitukset____152280__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230430__varat__nordeansijoitukset____139540__actual__varatcsv,2023-04-30,varat,Nordean sijoitukset,,13954.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,13954.0,mkk,False,20230430__varat__nordeansijoitukset____139540__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241031__varat__nordeansijoitukset____216240__actual__varatcsv,2024-10-31,varat,Nordean sijoitukset,,21624.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,21624.0,mkk,False,20241031__varat__nordeansijoitukset____216240__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230331__varat__nordeansijoitukset____124710__actual__varatcsv,2023-03-31,varat,Nordean sijoitukset,,12471.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,12471.0,mkk,False,20230331__varat__nordeansijoitukset____124710__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230228__varat__nordeansijoitukset____110850__actual__varatcsv,2023-02-28,varat,Nordean sijoitukset,,11085.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,11085.0,mkk,False,20230228__varat__nordeansijoitukset____110850__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230131__varat__nordeansijoitukset____100000__actual__varatcsv,2023-01-31,varat,Nordean sijoitukset,,10000.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,10000.0,mkk,False,20230131__varat__nordeansijoitukset____100000__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
