date,account,description,info,amount,record_type,source_file,transaction_id
2023-01-16,osingot,O,OSINKO,87.35,Actual,osingot-2023-2024.csv,20230116__osingot__o__osinko__8735__actual__osingot20232024csv
2024-02-16,osingot,O,ENNAKKOPIDÄTYS,-13.22,Actual,osingot-2023-2024.csv,20240216__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv
2024-02-16,osingot,O,OSINKO,88.13,Actual,osingot-2023-2024.csv,20240216__osingot__o__osinko__8813__actual__osingot20232024csv
2024-01-16,osingot,O,ENNAKKOPIDÄTYS,-13.1,Actual,osingot-2023-2024.csv,20240116__osingot__o__ennakkopidätys__131__actual__osingot20232024csv
2024-01-16,osingot,O,OSINKO,87.35,Actual,osingot-2023-2024.csv,20240116__osingot__o__osinko__8735__actual__osingot20232024csv
2024-06-16,osingot,O,ENNAKKOPIDÄTYS,-13.28,Actual,osingot-2023-2024.csv,20240616__osingot__o__ennakkopidätys__1328__actual__osingot20232024csv
2024-06-16,osingot,O,OSINKO,88.56,Actual,osingot-2023-2024.csv,20240616__osingot__o__osinko__8856__actual__osingot20232024csv
2024-05-16,osingot,O,ENNAKKOPIDÄTYS,-13.36,Actual,osingot-2023-2024.csv,20240516__osingot__o__ennakkopidätys__1336__actual__osingot20232024csv
2024-05-16,osingot,O,OSINKO,89.05,Actual,osingot-2023-2024.csv,20240516__osingot__o__osinko__8905__actual__osingot20232024csv
2024-04-17,osingot,O,ENNAKKOPIDÄTYS,-13.22,Actual,osingot-2023-2024.csv,20240417__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv
2024-04-17,osingot,O,OSINKO,88.11,Actual,osingot-2023-2024.csv,20240417__osingot__o__osinko__8811__actual__osingot20232024csv
2024-03-16,osingot,O,ENNAKKOPIDÄTYS,-13.66,Actual,osingot-2023-2024.csv,20240316__osingot__o__ennakkopidätys__1366__actual__osingot20232024csv
2024-03-16,osingot,O,OSINKO,91.05,Actual,osingot-2023-2024.csv,20240316__osingot__o__osinko__9105__actual__osingot20232024csv
2024-07-16,osingot,O,ENNAKKOPIDÄTYS,-13.22,Actual,osingot-2023-2024.csv,20240716__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv
2024-07-16,osingot,O,OSINKO,88.13,Actual,osingot-2023-2024.csv,20240716__osingot__o__osinko__8813__actual__osingot20232024csv
2023-03-31,penno,Palkka,Matkakorvauksia,200.0,Actual,penno.xlsx,20230331__penno__palkka__matkakorvauksia__2000__actual__pennoxlsx
2023-03-30,penno,Palkka,,1000.0,Actual,penno.xlsx,20230330__penno__palkka____10000__actual__pennoxlsx
2023-03-29,penno,Kahvittelu,Pulla,-3.5,Actual,penno.xlsx,20230329__penno__kahvittelu__pulla__35__actual__pennoxlsx
2023-03-29,penno,Liikenne,Bussi,-3.1,Actual,penno.xlsx,20230329__penno__liikenne__bussi__31__actual__pennoxlsx
2023-03-28,penno,Liikenne,Juna,-19.1,Actual,penno.xlsx,20230328__penno__liikenne__juna__191__actual__pennoxlsx
2023-03-28,penno,Ruokakauppa,,-2.74,Actual,penno.xlsx,20230328__penno__ruokakauppa____274__actual__pennoxlsx
2023-03-15,penno,Viihde,SkyShowtime ,-3.49,Actual,penno.xlsx,20230315__penno__viihde__skyshowtime__349__actual__pennoxlsx
2023-03-14,penno,Muut,,-25.0,Actual,penno.xlsx,20230314__penno__muut____250__actual__pennoxlsx
2023-03-14,penno,Ruokakauppa,,-33.9,Actual,penno.xlsx,20230314__penno__ruokakauppa____339__actual__pennoxlsx
2023-03-11,penno,Liikenne,Juna,-13.4,Actual,penno.xlsx,20230311__penno__liikenne__juna__134__actual__pennoxlsx
2023-03-11,penno,Ruokakauppa,,-21.18,Actual,penno.xlsx,20230311__penno__ruokakauppa____2118__actual__pennoxlsx
2023-03-03,penno,Asuminen,Sähkö,-16.9,Actual,penno.xlsx,20230303__penno__asuminen__sähkö__169__actual__pennoxlsx
2023-03-01,penno,Viihde,Netflix ,-15.99,Actual,penno.xlsx,20230301__penno__viihde__netflix__1599__actual__pennoxlsx
2023-03-01,penno,Asuminen,Vastike,-165.9,Actual,penno.xlsx,20230301__penno__asuminen__vastike__1659__actual__pennoxlsx
2023-03-01,penno,Asuminen,Korko,-73.77,Actual,penno.xlsx,20230301__penno__asuminen__korko__7377__actual__pennoxlsx
2023-06-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2023_01-2023_06.csv,20230601__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv
2023-05-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2023_01-2023_06.csv,20230501__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv
2023-04-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2023_01-2023_06.csv,20230401__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv
2023-03-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2023_01-2023_06.csv,20230301__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv
2023-02-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2023_01-2023_06.csv,20230201__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv
2023-01-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2023_01-2023_06.csv,20230101__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv
2023-12-29,s-pankki,P.Ohatta,HYVITYSKORKO,0.36,Actual,s-pankki_2023_07-2023_12.csv,20231229__spankki__pohatta__hyvityskorko__036__actual__spankki_2023_072023_12csv
2023-12-27,s-pankki,Puuilo,KORTTIOSTO,-19.9,Actual,s-pankki_2023_07-2023_12.csv,20231227__spankki__puuilo__korttiosto__199__actual__spankki_2023_072023_12csv
2023-12-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,Actual,s-pankki_2023_07-2023_12.csv,20231201__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv
2023-11-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,Actual,s-pankki_2023_07-2023_12.csv,20231101__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv
2023-10-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,Actual,s-pankki_2023_07-2023_12.csv,20231001__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv
2023-09-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,Actual,s-pankki_2023_07-2023_12.csv,20230901__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv
2023-08-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,Actual,s-pankki_2023_07-2023_12.csv,20230801__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv
2023-07-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,Actual,s-pankki_2023_07-2023_12.csv,20230701__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv
2024-02-28,s-pankki,Oma tilisiirto,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240228__spankki__omatilisiirto__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-02-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240201__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-03-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240301__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-04-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240401__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-05-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240501__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-06-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240601__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-07-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240701__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-08-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240801__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-09-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20240901__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-10-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20241001__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-11-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20241101__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2024-12-01,s-pankki,Prisma,KORTTIOSTO,-500.0,Actual,s-pankki_2024_01-2024_12.csv,20241201__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv
2023-01-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230131__tulot__ansiotulot____30000__actual__tulotcsv
2023-02-28,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230228__tulot__ansiotulot____30000__actual__tulotcsv
2023-03-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230331__tulot__ansiotulot____30000__actual__tulotcsv
2023-04-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230430__tulot__ansiotulot____30000__actual__tulotcsv
2023-05-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230531__tulot__ansiotulot____30000__actual__tulotcsv
2023-06-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230630__tulot__ansiotulot____30000__actual__tulotcsv
2023-07-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230731__tulot__ansiotulot____30000__actual__tulotcsv
2023-08-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230831__tulot__ansiotulot____30000__actual__tulotcsv
2023-09-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20230930__tulot__ansiotulot____30000__actual__tulotcsv
2023-10-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20231031__tulot__ansiotulot____30000__actual__tulotcsv
2023-11-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20231130__tulot__ansiotulot____30000__actual__tulotcsv
2023-12-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20231231__tulot__ansiotulot____30000__actual__tulotcsv
2024-01-31,tulot,ansiotulot,,3500.0,Actual,tulot.csv,20240131__tulot__ansiotulot____35000__actual__tulotcsv
2024-02-28,tulot,ansiotulot,,3500.0,Actual,tulot.csv,20240228__tulot__ansiotulot____35000__actual__tulotcsv
2024-03-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20240331__tulot__ansiotulot____30000__actual__tulotcsv
2024-04-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20240430__tulot__ansiotulot____30000__actual__tulotcsv
2024-05-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20240531__tulot__ansiotulot____30000__actual__tulotcsv
2024-06-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20240630__tulot__ansiotulot____30000__actual__tulotcsv
2024-07-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20240731__tulot__ansiotulot____30000__actual__tulotcsv
2024-08-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20240831__tulot__ansiotulot____30000__actual__tulotcsv
2024-09-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20240930__tulot__ansiotulot____30000__actual__tulotcsv
2024-10-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20241031__tulot__ansiotulot____30000__actual__tulotcsv
2024-11-30,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20241130__tulot__ansiotulot____30000__actual__tulotcsv
2024-12-31,tulot,ansiotulot,,3000.0,Actual,tulot.csv,20241231__tulot__ansiotulot____30000__actual__tulotcsv
2023-01-31,varat,Nordean sijoitukset,,10000.0,Actual,varat.csv,20230131__varat__nordeansijoitukset____100000__actual__varatcsv
2023-01-31,varat,S-Pankin saldo,,7460.0,Actual,varat.csv,20230131__varat__spankinsaldo____74600__actual__varatcsv
2023-01-31,varat,Asunto,,100000.0,Actual,varat.csv,20230131__varat__asunto____1000000__actual__varatcsv
2023-02-28,varat,Nordean sijoitukset,,11085.0,Actual,varat.csv,20230228__varat__nordeansijoitukset____110850__actual__varatcsv
2023-02-28,varat,S-Pankin saldo,,497.0,Actual,varat.csv,20230228__varat__spankinsaldo____4970__actual__varatcsv
2023-02-28,varat,Asunto,,100000.0,Actual,varat.csv,20230228__varat__asunto____1000000__actual__varatcsv
2023-03-31,varat,Nordean sijoitukset,,12471.0,Actual,varat.csv,20230331__varat__nordeansijoitukset____124710__actual__varatcsv
2023-03-31,varat,S-Pankin saldo,,3925.0,Actual,varat.csv,20230331__varat__spankinsaldo____39250__actual__varatcsv
2023-03-31,varat,Asunto,,100000.0,Actual,varat.csv,20230331__varat__asunto____1000000__actual__varatcsv
2023-04-30,varat,Nordean sijoitukset,,13954.0,Actual,varat.csv,20230430__varat__nordeansijoitukset____139540__actual__varatcsv
2023-04-30,varat,S-Pankin saldo,,2851.0,Actual,varat.csv,20230430__varat__spankinsaldo____28510__actual__varatcsv
2023-04-30,varat,Asunto,,100000.0,Actual,varat.csv,20230430__varat__asunto____1000000__actual__varatcsv
2023-05-31,varat,Nordean sijoitukset,,15228.0,Actual,varat.csv,20230531__varat__nordeansijoitukset____152280__actual__varatcsv
2023-05-31,varat,S-Pankin saldo,,201.0,Actual,varat.csv,20230531__varat__spankinsaldo____2010__actual__varatcsv
2023-05-31,varat,Asunto,,100000.0,Actual,varat.csv,20230531__varat__asunto____1000000__actual__varatcsv
2023-06-30,varat,Nordean sijoitukset,,16529.0,Actual,varat.csv,20230630__varat__nordeansijoitukset____165290__actual__varatcsv
2023-06-30,varat,S-Pankin saldo,,447.0,Actual,varat.csv,20230630__varat__spankinsaldo____4470__actual__varatcsv
2023-06-30,varat,Asunto,,100000.0,Actual,varat.csv,20230630__varat__asunto____1000000__actual__varatcsv
2023-07-31,varat,Nordean sijoitukset,,18019.0,Actual,varat.csv,20230731__varat__nordeansijoitukset____180190__actual__varatcsv
2023-07-31,varat,S-Pankin saldo,,6680.0,Actual,varat.csv,20230731__varat__spankinsaldo____66800__actual__varatcsv
2023-07-31,varat,Asunto,,100000.0,Actual,varat.csv,20230731__varat__asunto____1000000__actual__varatcsv
2023-08-31,varat,Nordean sijoitukset,,18713.0,Actual,varat.csv,20230831__varat__nordeansijoitukset____187130__actual__varatcsv
2023-08-31,varat,S-Pankin saldo,,6533.0,Actual,varat.csv,20230831__varat__spankinsaldo____65330__actual__varatcsv
2023-08-31,varat,Asunto,,100000.0,Actual,varat.csv,20230831__varat__asunto____1000000__actual__varatcsv
2023-09-30,varat,Nordean sijoitukset,,20145.0,Actual,varat.csv,20230930__varat__nordeansijoitukset____201450__actual__varatcsv
2023-09-30,varat,S-Pankin saldo,,9611.0,Actual,varat.csv,20230930__varat__spankinsaldo____96110__actual__varatcsv
2023-09-30,varat,Asunto,,100000.0,Actual,varat.csv,20230930__varat__asunto____1000000__actual__varatcsv
2023-10-31,varat,Nordean sijoitukset,,21624.0,Actual,varat.csv,20231031__varat__nordeansijoitukset____216240__actual__varatcsv
2023-10-31,varat,S-Pankin saldo,,3103.0,Actual,varat.csv,20231031__varat__spankinsaldo____31030__actual__varatcsv
2023-10-31,varat,Asunto,,100000.0,Actual,varat.csv,20231031__varat__asunto____1000000__actual__varatcsv
2023-11-30,varat,Nordean sijoitukset,,22934.0,Actual,varat.csv,20231130__varat__nordeansijoitukset____229340__actual__varatcsv
2023-11-30,varat,S-Pankin saldo,,1705.0,Actual,varat.csv,20231130__varat__spankinsaldo____17050__actual__varatcsv
2023-11-30,varat,Asunto,,100000.0,Actual,varat.csv,20231130__varat__asunto____1000000__actual__varatcsv
2023-12-31,varat,Nordean sijoitukset,,23593.0,Actual,varat.csv,20231231__varat__nordeansijoitukset____235930__actual__varatcsv
2023-12-31,varat,S-Pankin saldo,,3011.0,Actual,varat.csv,20231231__varat__spankinsaldo____30110__actual__varatcsv
2023-12-31,varat,Asunto,,100000.0,Actual,varat.csv,20231231__varat__asunto____1000000__actual__varatcsv
2024-01-31,varat,Nordean sijoitukset,,23893.0,Actual,varat.csv,20240131__varat__nordeansijoitukset____238930__actual__varatcsv
2024-01-31,varat,S-Pankin saldo,,2000.0,Actual,varat.csv,20240131__varat__spankinsaldo____20000__actual__varatcsv
2024-01-31,varat,Asunto,,100000.0,Actual,varat.csv,20240131__varat__asunto____1000000__actual__varatcsv
2024-02-28,varat,Nordean sijoitukset,,22893.0,Actual,varat.csv,20240228__varat__nordeansijoitukset____228930__actual__varatcsv
2024-02-28,varat,S-Pankin saldo,,2225.0,Actual,varat.csv,20240228__varat__spankinsaldo____22250__actual__varatcsv
2024-02-28,varat,Asunto,,100000.0,Actual,varat.csv,20240228__varat__asunto____1000000__actual__varatcsv
2024-03-31,varat,Nordean sijoitukset,,12471.0,Actual,varat.csv,20240331__varat__nordeansijoitukset____124710__actual__varatcsv
2024-03-31,varat,S-Pankin saldo,,3925.0,Actual,varat.csv,20240331__varat__spankinsaldo____39250__actual__varatcsv
2024-03-31,varat,Asunto,,100000.0,Actual,varat.csv,20240331__varat__asunto____1000000__actual__varatcsv
2024-04-30,varat,Nordean sijoitukset,,13954.0,Actual,varat.csv,20240430__varat__nordeansijoitukset____139540__actual__varatcsv
2024-04-30,varat,S-Pankin saldo,,2851.0,Actual,varat.csv,20240430__varat__spankinsaldo____28510__actual__varatcsv
2024-04-30,varat,Asunto,,100000.0,Actual,varat.csv,20240430__varat__asunto____1000000__actual__varatcsv
2024-05-31,varat,Nordean sijoitukset,,15228.0,Actual,varat.csv,20240531__varat__nordeansijoitukset____152280__actual__varatcsv
2024-05-31,varat,S-Pankin saldo,,201.0,Actual,varat.csv,20240531__varat__spankinsaldo____2010__actual__varatcsv
2024-05-31,varat,Asunto,,100000.0,Actual,varat.csv,20240531__varat__asunto____1000000__actual__varatcsv
2024-06-30,varat,Nordean sijoitukset,,16529.0,Actual,varat.csv,20240630__varat__nordeansijoitukset____165290__actual__varatcsv
2024-06-30,varat,S-Pankin saldo,,447.0,Actual,varat.csv,20240630__varat__spankinsaldo____4470__actual__varatcsv
2024-06-30,varat,Asunto,,100000.0,Actual,varat.csv,20240630__varat__asunto____1000000__actual__varatcsv
2024-07-31,varat,Nordean sijoitukset,,18019.0,Actual,varat.csv,20240731__varat__nordeansijoitukset____180190__actual__varatcsv
2024-07-31,varat,S-Pankin saldo,,6680.0,Actual,varat.csv,20240731__varat__spankinsaldo____66800__actual__varatcsv
2024-07-31,varat,Asunto,,100000.0,Actual,varat.csv,20240731__varat__asunto____1000000__actual__varatcsv
2024-08-31,varat,Nordean sijoitukset,,18713.0,Actual,varat.csv,20240831__varat__nordeansijoitukset____187130__actual__varatcsv
2024-08-31,varat,S-Pankin saldo,,6533.0,Actual,varat.csv,20240831__varat__spankinsaldo____65330__actual__varatcsv
2024-08-31,varat,Asunto,,100000.0,Actual,varat.csv,20240831__varat__asunto____1000000__actual__varatcsv
2024-09-30,varat,Nordean sijoitukset,,20145.0,Actual,varat.csv,20240930__varat__nordeansijoitukset____201450__actual__varatcsv
2024-09-30,varat,S-Pankin saldo,,9611.0,Actual,varat.csv,20240930__varat__spankinsaldo____96110__actual__varatcsv
2024-09-30,varat,Asunto,,100000.0,Actual,varat.csv,20240930__varat__asunto____1000000__actual__varatcsv
2024-10-31,varat,Nordean sijoitukset,,21624.0,Actual,varat.csv,20241031__varat__nordeansijoitukset____216240__actual__varatcsv
2024-10-31,varat,S-Pankin saldo,,3103.0,Actual,varat.csv,20241031__varat__spankinsaldo____31030__actual__varatcsv
2024-10-31,varat,Asunto,,100000.0,Actual,varat.csv,20241031__varat__asunto____1000000__actual__varatcsv
2024-11-30,varat,Nordean sijoitukset,,22934.0,Actual,varat.csv,20241130__varat__nordeansijoitukset____229340__actual__varatcsv
2024-11-30,varat,S-Pankin saldo,,1705.0,Actual,varat.csv,20241130__varat__spankinsaldo____17050__actual__varatcsv
2024-11-30,varat,Asunto,,100000.0,Actual,varat.csv,20241130__varat__asunto____1000000__actual__varatcsv
2024-12-31,varat,Nordean sijoitukset,,23593.0,Actual,varat.csv,20241231__varat__nordeansijoitukset____235930__actual__varatcsv
2024-12-31,varat,S-Pankin saldo,,3011.0,Actual,varat.csv,20241231__varat__spankinsaldo____30110__actual__varatcsv
2024-12-31,varat,Asunto,,100000.0,Actual,varat.csv,20241231__varat__asunto____1000000__actual__varatcsv
2023-01-31,velat,asuntolaina,,-90000.0,Actual,velat.csv,20230131__velat__asuntolaina____900000__actual__velatcsv
2023-02-28,velat,asuntolaina,,-89500.0,Actual,velat.csv,20230228__velat__asuntolaina____895000__actual__velatcsv
2023-03-31,velat,asuntolaina,,-89000.0,Actual,velat.csv,20230331__velat__asuntolaina____890000__actual__velatcsv
2023-04-30,velat,asuntolaina,,-88500.0,Actual,velat.csv,20230430__velat__asuntolaina____885000__actual__velatcsv
2023-05-31,velat,asuntolaina,,-88000.0,Actual,velat.csv,20230531__velat__asuntolaina____880000__actual__velatcsv
2023-06-30,velat,asuntolaina,,-87500.0,Actual,velat.csv,20230630__velat__asuntolaina____875000__actual__velatcsv
2023-07-31,velat,asuntolaina,,-87000.0,Actual,velat.csv,20230731__velat__asuntolaina____870000__actual__velatcsv
2023-08-31,velat,asuntolaina,,-86500.0,Actual,velat.csv,20230831__velat__asuntolaina____865000__actual__velatcsv
2023-09-30,velat,asuntolaina,,-86000.0,Actual,velat.csv,20230930__velat__asuntolaina____860000__actual__velatcsv
2023-10-31,velat,asuntolaina,,-85500.0,Actual,velat.csv,20231031__velat__asuntolaina____855000__actual__velatcsv
2023-11-30,velat,asuntolaina,,-85000.0,Actual,velat.csv,20231130__velat__asuntolaina____850000__actual__velatcsv
2023-12-31,velat,asuntolaina,,-84500.0,Actual,velat.csv,20231231__velat__asuntolaina____845000__actual__velatcsv
2024-01-31,velat,asuntolaina,,-84000.0,Actual,velat.csv,20240131__velat__asuntolaina____840000__actual__velatcsv
2024-02-28,velat,asuntolaina,,-83500.0,Actual,velat.csv,20240228__velat__asuntolaina____835000__actual__velatcsv
2024-03-31,velat,asuntolaina,,-83000.0,Actual,velat.csv,20240331__velat__asuntolaina____830000__actual__velatcsv
2024-04-30,velat,asuntolaina,,-82500.0,Actual,velat.csv,20240430__velat__asuntolaina____825000__actual__velatcsv
2024-05-31,velat,asuntolaina,,-82000.0,Actual,velat.csv,20240531__velat__asuntolaina____820000__actual__velatcsv
2024-06-30,velat,asuntolaina,,-81500.0,Actual,velat.csv,20240630__velat__asuntolaina____815000__actual__velatcsv
2024-07-31,velat,asuntolaina,,-81000.0,Actual,velat.csv,20240731__velat__asuntolaina____810000__actual__velatcsv
2024-08-31,velat,asuntolaina,,-80500.0,Actual,velat.csv,20240831__velat__asuntolaina____805000__actual__velatcsv
2024-09-30,velat,asuntolaina,,-80000.0,Actual,velat.csv,20240930__velat__asuntolaina____800000__actual__velatcsv
2024-10-31,velat,asuntolaina,,-79500.0,Actual,velat.csv,20241031__velat__asuntolaina____795000__actual__velatcsv
2024-11-30,velat,asuntolaina,,-79000.0,Actual,velat.csv,20241130__velat__asuntolaina____790000__actual__velatcsv
2024-12-31,velat,asuntolaina,,-78500.0,Actual,velat.csv,20241231__velat__asuntolaina____785000__actual__velatcsv
