not_unique_id,date_current,description_current,info_current,amount_current,rule_id_current,owner_current,class_current,category_current,sub_category_current,change_description,change_reason
20231201__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-12-01,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231101__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-11-01,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230604__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-06-04,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230405__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-04-05,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230306__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-03-06,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230204__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-02-04,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230704__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-07-04,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230803__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-08-03,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230105__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-01-05,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230505__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-05-05,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231002__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-10-02,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230902__luottokortti__netflix__member organizations - def__-11.65__actual__mkk,2023-09-02,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231130__varat__nordean sijoitukset____22934.0__actual__mkk,2023-11-30,Nordean sijoitukset,,22934.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031__varat__nordean sijoitukset____21624.0__actual__mkk,2023-10-31,Nordean sijoitukset,,21624.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930__varat__nordean sijoitukset____20145.0__actual__mkk,2024-09-30,Nordean sijoitukset,,20145.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230930__varat__nordean sijoitukset____20145.0__actual__mkk,2023-09-30,Nordean sijoitukset,,20145.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230831__varat__nordean sijoitukset____18713.0__actual__mkk,2023-08-31,Nordean sijoitukset,,18713.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130__varat__nordean sijoitukset____22934.0__actual__mkk,2024-11-30,Nordean sijoitukset,,22934.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240831__varat__nordean sijoitukset____18713.0__actual__mkk,2024-08-31,Nordean sijoitukset,,18713.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230731__varat__nordean sijoitukset____18019.0__actual__mkk,2023-07-31,Nordean sijoitukset,,18019.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531__varat__nordean sijoitukset____15228.0__actual__mkk,2024-05-31,Nordean sijoitukset,,15228.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531__varat__nordean sijoitukset____15228.0__actual__mkk,2023-05-31,Nordean sijoitukset,,15228.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430__varat__nordean sijoitukset____13954.0__actual__mkk,2023-04-30,Nordean sijoitukset,,13954.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031__varat__nordean sijoitukset____21624.0__actual__mkk,2024-10-31,Nordean sijoitukset,,21624.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331__varat__nordean sijoitukset____12471.0__actual__mkk,2023-03-31,Nordean sijoitukset,,12471.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230228__varat__nordean sijoitukset____11085.0__actual__mkk,2023-02-28,Nordean sijoitukset,,11085.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131__varat__nordean sijoitukset____10000.0__actual__mkk,2023-01-31,Nordean sijoitukset,,10000.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240331__varat__nordean sijoitukset____12471.0__actual__mkk,2024-03-31,Nordean sijoitukset,,12471.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240731__varat__nordean sijoitukset____18019.0__actual__mkk,2024-07-31,Nordean sijoitukset,,18019.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240430__varat__nordean sijoitukset____13954.0__actual__mkk,2024-04-30,Nordean sijoitukset,,13954.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240630__varat__nordean sijoitukset____16529.0__actual__mkk,2024-06-30,Nordean sijoitukset,,16529.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630__varat__nordean sijoitukset____16529.0__actual__mkk,2023-06-30,Nordean sijoitukset,,16529.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228__varat__nordean sijoitukset____22893.0__actual__mkk,2024-02-28,Nordean sijoitukset,,22893.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231__varat__nordean sijoitukset____23593.0__actual__mkk,2024-12-31,Nordean sijoitukset,,23593.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131__varat__nordean sijoitukset____23893.0__actual__mkk,2024-01-31,Nordean sijoitukset,,23893.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231__varat__nordean sijoitukset____23593.0__actual__mkk,2023-12-31,Nordean sijoitukset,,23593.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230516__osingot__o__ennakkopidätys__-13.36__actual__mkk,2023-05-16,O,ENNAKKOPIDÄTYS,-13.36,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230516__osingot__o__osinko__89.05__actual__mkk,2023-05-16,O,OSINKO,89.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230417__osingot__o__ennakkopidätys__-13.22__actual__mkk,2023-04-17,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230417__osingot__o__osinko__88.11__actual__mkk,2023-04-17,O,OSINKO,88.11,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230316__osingot__o__ennakkopidätys__-13.66__actual__mkk,2023-03-16,O,ENNAKKOPIDÄTYS,-13.66,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230316__osingot__o__osinko__91.05__actual__mkk,2023-03-16,O,OSINKO,91.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230216__osingot__o__ennakkopidätys__-13.22__actual__mkk,2023-02-16,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230216__osingot__o__osinko__88.13__actual__mkk,2023-02-16,O,OSINKO,88.13,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230116__osingot__o__ennakkopidätys__-13.1__actual__mkk,2023-01-16,O,ENNAKKOPIDÄTYS,-13.1,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230116__osingot__o__osinko__87.35__actual__mkk,2023-01-16,O,OSINKO,87.35,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240216__osingot__o__ennakkopidätys__-13.22__actual__mkk,2024-02-16,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240216__osingot__o__osinko__88.13__actual__mkk,2024-02-16,O,OSINKO,88.13,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230616__osingot__o__ennakkopidätys__-13.28__actual__mkk,2023-06-16,O,ENNAKKOPIDÄTYS,-13.28,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240116__osingot__o__ennakkopidätys__-13.1__actual__mkk,2024-01-16,O,ENNAKKOPIDÄTYS,-13.1,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240616__osingot__o__ennakkopidätys__-13.28__actual__mkk,2024-06-16,O,ENNAKKOPIDÄTYS,-13.28,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240616__osingot__o__osinko__88.56__actual__mkk,2024-06-16,O,OSINKO,88.56,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240516__osingot__o__ennakkopidätys__-13.36__actual__mkk,2024-05-16,O,ENNAKKOPIDÄTYS,-13.36,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240516__osingot__o__osinko__89.05__actual__mkk,2024-05-16,O,OSINKO,89.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240417__osingot__o__ennakkopidätys__-13.22__actual__mkk,2024-04-17,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240417__osingot__o__osinko__88.11__actual__mkk,2024-04-17,O,OSINKO,88.11,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240316__osingot__o__ennakkopidätys__-13.66__actual__mkk,2024-03-16,O,ENNAKKOPIDÄTYS,-13.66,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240316__osingot__o__osinko__91.05__actual__mkk,2024-03-16,O,OSINKO,91.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240716__osingot__o__ennakkopidätys__-13.22__actual__mkk,2024-07-16,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240716__osingot__o__osinko__88.13__actual__mkk,2024-07-16,O,OSINKO,88.13,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240116__osingot__o__osinko__87.35__actual__mkk,2024-01-16,O,OSINKO,87.35,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230616__osingot__o__osinko__88.56__actual__mkk,2023-06-16,O,OSINKO,88.56,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228__s-pankki__oma tilisiirto__korttiosto__-500.0__actual__mkk,2024-02-28,Oma tilisiirto,KORTTIOSTO,-500.0,16,mkk,pois,sisäinen tilisiirto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231229__s-pankki__p.ohatta__hyvityskorko__0.36__actual__mkk,2023-12-29,P.Ohatta,HYVITYSKORKO,0.36,5,mkk,tulot,passiiviset tulot,korkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331__penno__palkka__matkakorvauksia__200.0__actual__mkk,2023-03-31,Palkka,Matkakorvauksia,200.0,21,mkk,tulot,ansiotulot,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230330__penno__palkka____1000.0__actual__mkk,2023-03-30,Palkka,,1000.0,21,mkk,tulot,ansiotulot,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241201__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-12-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230101__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2023-01-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230501__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2023-05-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230201__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2023-02-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241101__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-11-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230601__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2023-06-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231201__s-pankki__prisma__korttiosto__-1500.0__actual__mkk,2023-12-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231101__s-pankki__prisma__korttiosto__-1500.0__actual__mkk,2023-11-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231001__s-pankki__prisma__korttiosto__-1500.0__actual__mkk,2023-10-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230901__s-pankki__prisma__korttiosto__-1500.0__actual__mkk,2023-09-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230801__s-pankki__prisma__korttiosto__-1500.0__actual__mkk,2023-08-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230701__s-pankki__prisma__korttiosto__-1500.0__actual__mkk,2023-07-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230401__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2023-04-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240201__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-02-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240301__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-03-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230301__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2023-03-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241001__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-10-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240501__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-05-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240901__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-09-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240601__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-06-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240701__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-07-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240401__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-04-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240801__s-pankki__prisma__korttiosto__-500.0__actual__mkk,2024-08-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231227__s-pankki__puuilo__korttiosto__-19.9__actual__mkk,2023-12-27,Puuilo,KORTTIOSTO,-19.9,9,mkk,menot,muut menot,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230311__penno__ruokakauppa____-21.18__actual__mkk,2023-03-11,Ruokakauppa,,-21.18,22,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230314__penno__ruokakauppa____-33.9__actual__mkk,2023-03-14,Ruokakauppa,,-33.9,22,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230328__penno__ruokakauppa____-2.74__actual__mkk,2023-03-28,Ruokakauppa,,-2.74,22,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240124__nordea__s-market__xxxxx__-22.04__actual__mkk,2024-01-24,S-MARKET,XXXXX,-22.04,23,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131__varat__s-pankin saldo____2000.0__actual__mkk,2024-01-31,S-Pankin saldo,,2000.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630__varat__s-pankin saldo____447.0__actual__mkk,2023-06-30,S-Pankin saldo,,447.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031__varat__s-pankin saldo____3103.0__actual__mkk,2023-10-31,S-Pankin saldo,,3103.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231__varat__s-pankin saldo____3011.0__actual__mkk,2024-12-31,S-Pankin saldo,,3011.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231__varat__s-pankin saldo____3011.0__actual__mkk,2023-12-31,S-Pankin saldo,,3011.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130__varat__s-pankin saldo____1705.0__actual__mkk,2024-11-30,S-Pankin saldo,,1705.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230930__varat__s-pankin saldo____9611.0__actual__mkk,2023-09-30,S-Pankin saldo,,9611.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231130__varat__s-pankin saldo____1705.0__actual__mkk,2023-11-30,S-Pankin saldo,,1705.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230731__varat__s-pankin saldo____6680.0__actual__mkk,2023-07-31,S-Pankin saldo,,6680.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230831__varat__s-pankin saldo____6533.0__actual__mkk,2023-08-31,S-Pankin saldo,,6533.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031__varat__s-pankin saldo____3103.0__actual__mkk,2024-10-31,S-Pankin saldo,,3103.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228__varat__s-pankin saldo____2225.0__actual__mkk,2024-02-28,S-Pankin saldo,,2225.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531__varat__s-pankin saldo____201.0__actual__mkk,2024-05-31,S-Pankin saldo,,201.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531__varat__s-pankin saldo____201.0__actual__mkk,2023-05-31,S-Pankin saldo,,201.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240430__varat__s-pankin saldo____2851.0__actual__mkk,2024-04-30,S-Pankin saldo,,2851.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240331__varat__s-pankin saldo____3925.0__actual__mkk,2024-03-31,S-Pankin saldo,,3925.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240731__varat__s-pankin saldo____6680.0__actual__mkk,2024-07-31,S-Pankin saldo,,6680.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240831__varat__s-pankin saldo____6533.0__actual__mkk,2024-08-31,S-Pankin saldo,,6533.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131__varat__s-pankin saldo____7460.0__actual__mkk,2023-01-31,S-Pankin saldo,,7460.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230228__varat__s-pankin saldo____497.0__actual__mkk,2023-02-28,S-Pankin saldo,,497.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930__varat__s-pankin saldo____9611.0__actual__mkk,2024-09-30,S-Pankin saldo,,9611.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331__varat__s-pankin saldo____3925.0__actual__mkk,2023-03-31,S-Pankin saldo,,3925.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430__varat__s-pankin saldo____2851.0__actual__mkk,2023-04-30,S-Pankin saldo,,2851.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240630__varat__s-pankin saldo____447.0__actual__mkk,2024-06-30,S-Pankin saldo,,447.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
