transaction_row_id,date_current,description_current,info_current,amount_current,rule_id_current,owner_current,class_current,category_current,sub_category_current,change_description,change_reason
20230331000000__nordnet_salkkuraportti__cubesmart__salkku1__681772__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,CubeSmart,Salkku 1,6817.72,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131000000__nordnet_salkkuraportti__cubesmart__salkku1__673883__actual__nordnet_salkkuraportti_preprocessedcsv,2023-01-31,CubeSmart,Salkku 1,6738.83,10,mkk,varat,sijoitusvarallisuus,osinkosalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230329000000__penno__kahvittelu__pulla__35__actual__pennoxlsx,2023-03-29,Kahvittelu,Pulla,-3.5,19,mkk,menot,ruoka,välipalat,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230329000000__penno__liikenne__bussi__31__actual__pennoxlsx,2023-03-29,Liikenne,Bussi,-3.1,20,mkk,menot,liikkuminen,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230328000000__penno__liikenne__juna__191__actual__pennoxlsx,2023-03-28,Liikenne,Juna,-19.1,20,mkk,menot,liikkuminen,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230311000000__penno__liikenne__juna__134__actual__pennoxlsx,2023-03-11,Liikenne,Juna,-13.4,20,mkk,menot,liikkuminen,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131000000__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-01-31,Likvidit varat,Salkku 3,1692.41,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331000000__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-03-31,Likvidit varat,Salkku 3,1692.41,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430000000__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-04-30,Likvidit varat,Salkku 3,1692.41,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230227000000__nordnet_salkkuraportti__likviditvarat__salkku3__169241__actual__nordnet_salkkuraportti_preprocessedcsv,2023-02-27,Likvidit varat,Salkku 3,1692.41,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230314000000__penno__muut____250__actual__pennoxlsx,2023-03-14,Muut,,-25.0,24,mkk,menot,muut,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231201000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-12-01,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231101000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-11-01,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230604000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-06-04,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230405000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-04-05,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230306000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-03-06,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230204000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-02-04,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230704000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-07-04,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230803000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-08-03,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230105000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-01-05,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230505000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-05-05,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231002000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-10-02,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230902000000__luottokortti__netflix__memberorganizationsdef__1165__actual__luottokorttixlsx,2023-09-02,Netflix,MEMBER ORGANIZATIONS - DEF,-11.65,3,mkk,menot,media,suoratoisto,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231130000000__varat__nordeansijoitukset____229340__actual__varatcsv,2023-11-30,Nordean sijoitukset,,22934.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031000000__varat__nordeansijoitukset____216240__actual__varatcsv,2023-10-31,Nordean sijoitukset,,21624.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930000000__varat__nordeansijoitukset____201450__actual__varatcsv,2024-09-30,Nordean sijoitukset,,20145.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230930000000__varat__nordeansijoitukset____201450__actual__varatcsv,2023-09-30,Nordean sijoitukset,,20145.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230831000000__varat__nordeansijoitukset____187130__actual__varatcsv,2023-08-31,Nordean sijoitukset,,18713.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130000000__varat__nordeansijoitukset____229340__actual__varatcsv,2024-11-30,Nordean sijoitukset,,22934.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240831000000__varat__nordeansijoitukset____187130__actual__varatcsv,2024-08-31,Nordean sijoitukset,,18713.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230731000000__varat__nordeansijoitukset____180190__actual__varatcsv,2023-07-31,Nordean sijoitukset,,18019.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531000000__varat__nordeansijoitukset____152280__actual__varatcsv,2024-05-31,Nordean sijoitukset,,15228.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531000000__varat__nordeansijoitukset____152280__actual__varatcsv,2023-05-31,Nordean sijoitukset,,15228.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430000000__varat__nordeansijoitukset____139540__actual__varatcsv,2023-04-30,Nordean sijoitukset,,13954.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031000000__varat__nordeansijoitukset____216240__actual__varatcsv,2024-10-31,Nordean sijoitukset,,21624.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331000000__varat__nordeansijoitukset____124710__actual__varatcsv,2023-03-31,Nordean sijoitukset,,12471.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230228000000__varat__nordeansijoitukset____110850__actual__varatcsv,2023-02-28,Nordean sijoitukset,,11085.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131000000__varat__nordeansijoitukset____100000__actual__varatcsv,2023-01-31,Nordean sijoitukset,,10000.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240331000000__varat__nordeansijoitukset____124710__actual__varatcsv,2024-03-31,Nordean sijoitukset,,12471.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240731000000__varat__nordeansijoitukset____180190__actual__varatcsv,2024-07-31,Nordean sijoitukset,,18019.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240430000000__varat__nordeansijoitukset____139540__actual__varatcsv,2024-04-30,Nordean sijoitukset,,13954.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240630000000__varat__nordeansijoitukset____165290__actual__varatcsv,2024-06-30,Nordean sijoitukset,,16529.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630000000__varat__nordeansijoitukset____165290__actual__varatcsv,2023-06-30,Nordean sijoitukset,,16529.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228000000__varat__nordeansijoitukset____228930__actual__varatcsv,2024-02-28,Nordean sijoitukset,,22893.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231000000__varat__nordeansijoitukset____235930__actual__varatcsv,2024-12-31,Nordean sijoitukset,,23593.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131000000__varat__nordeansijoitukset____238930__actual__varatcsv,2024-01-31,Nordean sijoitukset,,23893.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231000000__varat__nordeansijoitukset____235930__actual__varatcsv,2023-12-31,Nordean sijoitukset,,23593.0,7,mkk,varat,sijoitusvarallisuus,osakkeet,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230516000000__osingot__o__ennakkopidätys__1336__actual__osingot20232024csv,2023-05-16,O,ENNAKKOPIDÄTYS,-13.36,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230516000000__osingot__o__osinko__8905__actual__osingot20232024csv,2023-05-16,O,OSINKO,89.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230417000000__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2023-04-17,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230417000000__osingot__o__osinko__8811__actual__osingot20232024csv,2023-04-17,O,OSINKO,88.11,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230316000000__osingot__o__ennakkopidätys__1366__actual__osingot20232024csv,2023-03-16,O,ENNAKKOPIDÄTYS,-13.66,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230316000000__osingot__o__osinko__9105__actual__osingot20232024csv,2023-03-16,O,OSINKO,91.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230216000000__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2023-02-16,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230216000000__osingot__o__osinko__8813__actual__osingot20232024csv,2023-02-16,O,OSINKO,88.13,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230116000000__osingot__o__ennakkopidätys__131__actual__osingot20232024csv,2023-01-16,O,ENNAKKOPIDÄTYS,-13.1,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230116000000__osingot__o__osinko__8735__actual__osingot20232024csv,2023-01-16,O,OSINKO,87.35,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240216000000__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2024-02-16,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240216000000__osingot__o__osinko__8813__actual__osingot20232024csv,2024-02-16,O,OSINKO,88.13,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230616000000__osingot__o__ennakkopidätys__1328__actual__osingot20232024csv,2023-06-16,O,ENNAKKOPIDÄTYS,-13.28,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240116000000__osingot__o__ennakkopidätys__131__actual__osingot20232024csv,2024-01-16,O,ENNAKKOPIDÄTYS,-13.1,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240616000000__osingot__o__ennakkopidätys__1328__actual__osingot20232024csv,2024-06-16,O,ENNAKKOPIDÄTYS,-13.28,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240616000000__osingot__o__osinko__8856__actual__osingot20232024csv,2024-06-16,O,OSINKO,88.56,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240516000000__osingot__o__ennakkopidätys__1336__actual__osingot20232024csv,2024-05-16,O,ENNAKKOPIDÄTYS,-13.36,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240516000000__osingot__o__osinko__8905__actual__osingot20232024csv,2024-05-16,O,OSINKO,89.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240417000000__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2024-04-17,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240417000000__osingot__o__osinko__8811__actual__osingot20232024csv,2024-04-17,O,OSINKO,88.11,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240316000000__osingot__o__ennakkopidätys__1366__actual__osingot20232024csv,2024-03-16,O,ENNAKKOPIDÄTYS,-13.66,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240316000000__osingot__o__osinko__9105__actual__osingot20232024csv,2024-03-16,O,OSINKO,91.05,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240716000000__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2024-07-16,O,ENNAKKOPIDÄTYS,-13.22,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240716000000__osingot__o__osinko__8813__actual__osingot20232024csv,2024-07-16,O,OSINKO,88.13,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240116000000__osingot__o__osinko__8735__actual__osingot20232024csv,2024-01-16,O,OSINKO,87.35,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230616000000__osingot__o__osinko__8856__actual__osingot20232024csv,2023-06-16,O,OSINKO,88.56,15,mkk,tulot,pääomatulot,osinkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228000000__spankki__omatilisiirto__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-02-28,Oma tilisiirto,KORTTIOSTO,-500.0,16,mkk,pois,sisäinen tilisiirto,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231229000000__spankki__pohatta__hyvityskorko__036__actual__spankki_2023_072023_12csv,2023-12-29,P.Ohatta,HYVITYSKORKO,0.36,5,mkk,tulot,passiiviset tulot,korkotulot,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331000000__penno__palkka__matkakorvauksia__2000__actual__pennoxlsx,2023-03-31,Palkka,Matkakorvauksia,200.0,21,mkk,tulot,ansiotulot,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230330000000__penno__palkka____10000__actual__pennoxlsx,2023-03-30,Palkka,,1000.0,21,mkk,tulot,ansiotulot,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241201000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-12-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230101000000__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-01-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230501000000__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-05-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230201000000__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-02-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241101000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-11-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230601000000__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-06-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231201000000__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-12-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231101000000__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-11-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231001000000__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-10-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230901000000__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-09-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230801000000__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-08-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230701000000__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-07-01,Prisma,KORTTIOSTO,-1500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230401000000__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-04-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240201000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-02-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240301000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-03-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230301000000__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-03-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241001000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-10-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240501000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-05-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240901000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-09-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240601000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-06-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240701000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-07-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240401000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-04-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240801000000__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-08-01,Prisma,KORTTIOSTO,-500.0,4,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231227000000__spankki__puuilo__korttiosto__199__actual__spankki_2023_072023_12csv,2023-12-27,Puuilo,KORTTIOSTO,-19.9,9,mkk,menot,muut menot,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230311000000__penno__ruokakauppa____2118__actual__pennoxlsx,2023-03-11,Ruokakauppa,,-21.18,22,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230314000000__penno__ruokakauppa____339__actual__pennoxlsx,2023-03-14,Ruokakauppa,,-33.9,22,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230328000000__penno__ruokakauppa____274__actual__pennoxlsx,2023-03-28,Ruokakauppa,,-2.74,22,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240124000000__nordea__smarket__xxxxx__2204__actual__nordeacsv,2024-01-24,S-MARKET,XXXXX,-22.04,23,mkk,menot,ruoka,ruoka,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131000000__varat__spankinsaldo____20000__actual__varatcsv,2024-01-31,S-Pankin saldo,,2000.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630000000__varat__spankinsaldo____4470__actual__varatcsv,2023-06-30,S-Pankin saldo,,447.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031000000__varat__spankinsaldo____31030__actual__varatcsv,2023-10-31,S-Pankin saldo,,3103.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231000000__varat__spankinsaldo____30110__actual__varatcsv,2024-12-31,S-Pankin saldo,,3011.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231000000__varat__spankinsaldo____30110__actual__varatcsv,2023-12-31,S-Pankin saldo,,3011.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130000000__varat__spankinsaldo____17050__actual__varatcsv,2024-11-30,S-Pankin saldo,,1705.0,6,mkk,varat,käteinen,s-pankki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
